,Sentence #,scenario,intent
16093,16093,cooking,query
16094,16094,general,quirky
16095,16095,general,quirky
16096,16096,calendar,query
16097,16097,general,quirky
16098,16098,general,quirky
16099,16099,general,quirky
16100,16100,general,quirky
16101,16101,general,quirky
16102,16102,qa,factoid
16103,16103,qa,factoid
16104,16104,cooking,query
16105,16105,calendar,set
16106,16106,news,query
16107,16107,cooking,recipe
16108,16108,qa,factoid
16109,16109,qa,factoid
16110,16110,qa,factoid
16111,16111,recommendation,movies
16112,16112,general,quirky
16113,16113,general,quirky
16114,16114,general,quirky
16115,16115,general,quirky
16116,16116,general,quirky
16117,16117,qa,definition
16118,16118,qa,definition
16119,16119,qa,definition
16120,16120,qa,factoid
16121,16121,qa,factoid
16122,16122,qa,factoid
16123,16123,qa,definition
16124,16124,qa,definition
16125,16125,qa,definition
16126,16126,qa,factoid
16127,16127,qa,factoid
16128,16128,qa,factoid
16129,16129,qa,factoid
16130,16130,qa,factoid
16131,16131,qa,factoid
16132,16132,qa,factoid
16133,16133,datetime,query
16134,16134,general,quirky
16135,16135,qa,factoid
16136,16136,qa,factoid
16137,16137,qa,maths
16138,16138,qa,maths
16139,16139,qa,maths
16140,16140,qa,factoid
16141,16141,qa,factoid
16142,16142,qa,factoid
16143,16143,qa,factoid
16144,16144,qa,factoid
16145,16145,qa,factoid
16146,16146,general,quirky
16147,16147,general,quirky
16148,16148,general,quirky
16149,16149,qa,factoid
16150,16150,news,query
16151,16151,qa,factoid
16152,16152,general,quirky
16153,16153,general,quirky
16154,16154,general,quirky
16155,16155,general,quirky
16156,16156,general,quirky
16157,16157,general,quirky
16158,16158,general,quirky
16159,16159,general,quirky
16160,16160,general,quirky
16161,16161,qa,factoid
16162,16162,cooking,recipe
16163,16163,recommendation,movies
16164,16164,qa,definition
16165,16165,qa,definition
16166,16166,qa,definition
16167,16167,general,quirky
16168,16168,general,quirky
16169,16169,general,quirky
16170,16170,general,quirky
16171,16171,general,quirky
16172,16172,qa,factoid
16173,16173,general,quirky
16174,16174,general,quirky
16175,16175,general,quirky
16176,16176,qa,definition
16177,16177,qa,definition
16178,16178,qa,definition
16179,16179,qa,factoid
16180,16180,qa,factoid
16181,16181,qa,factoid
16182,16182,iot,wemo_on
16183,16183,iot,wemo_on
16184,16184,transport,taxi
16185,16185,general,quirky
16186,16186,general,quirky
16187,16187,qa,factoid
16188,16188,qa,factoid
16189,16189,qa,factoid
16190,16190,general,quirky
16191,16191,iot,wemo_on
16192,16192,recommendation,locations
16193,16193,recommendation,locations
16194,16194,general,quirky
16195,16195,calendar,set
16196,16196,takeaway,order
16197,16197,qa,maths
16198,16198,qa,maths
16199,16199,general,quirky
16200,16200,general,quirky
16201,16201,general,quirky
16202,16202,qa,factoid
16203,16203,qa,factoid
16204,16204,qa,factoid
16205,16205,qa,factoid
16206,16206,qa,factoid
16207,16207,qa,factoid
16208,16208,qa,maths
16209,16209,qa,maths
16210,16210,qa,maths
16211,16211,qa,definition
16212,16212,qa,definition
16213,16213,qa,definition
16214,16214,qa,definition
16215,16215,qa,definition
16216,16216,qa,definition
16217,16217,qa,currency
16218,16218,qa,currency
16219,16219,qa,currency
16220,16220,qa,definition
16221,16221,qa,definition
16222,16222,qa,definition
16223,16223,qa,definition
16224,16224,qa,definition
16225,16225,qa,definition
16226,16226,qa,definition
16227,16227,general,quirky
16228,16228,qa,factoid
16229,16229,qa,currency
16230,16230,qa,currency
16231,16231,qa,currency
16232,16232,qa,factoid
16233,16233,general,quirky
16234,16234,general,quirky
16235,16235,qa,definition
16236,16236,qa,definition
16237,16237,qa,definition
16238,16238,qa,factoid
16239,16239,qa,factoid
16240,16240,qa,factoid
16241,16241,qa,currency
16242,16242,qa,currency
16243,16243,qa,currency
16244,16244,qa,currency
16245,16245,qa,currency
16246,16246,qa,currency
16247,16247,qa,factoid
16248,16248,qa,factoid
16249,16249,qa,factoid
16250,16250,qa,definition
16251,16251,qa,definition
16252,16252,qa,definition
16253,16253,qa,definition
16254,16254,qa,definition
16255,16255,qa,definition
16256,16256,qa,factoid
16257,16257,weather,query
16258,16258,weather,query
16259,16259,qa,factoid
16260,16260,transport,query
16261,16261,qa,factoid
16262,16262,qa,factoid
16263,16263,datetime,convert
16264,16264,qa,factoid
16265,16265,qa,maths
16266,16266,qa,maths
16267,16267,qa,maths
16268,16268,qa,currency
16269,16269,qa,currency
16270,16270,qa,currency
16271,16271,qa,stock
16272,16272,qa,stock
16273,16273,qa,stock
16274,16274,qa,stock
16275,16275,qa,factoid
16276,16276,qa,factoid
16277,16277,qa,factoid
16278,16278,qa,factoid
16279,16279,qa,factoid
16280,16280,qa,factoid
16281,16281,qa,definition
16282,16282,qa,definition
16283,16283,qa,definition
16284,16284,qa,factoid
16285,16285,qa,factoid
16286,16286,qa,factoid
16287,16287,transport,query
16288,16288,qa,factoid
16289,16289,qa,factoid
16290,16290,qa,stock
16291,16291,qa,stock
16292,16292,qa,stock
16293,16293,qa,factoid
16294,16294,qa,factoid
16295,16295,qa,factoid
16296,16296,qa,factoid
16297,16297,qa,factoid
16298,16298,qa,factoid
16299,16299,general,quirky
16300,16300,general,quirky
16301,16301,recommendation,events
16302,16302,qa,stock
16303,16303,qa,stock
16304,16304,qa,stock
16305,16305,qa,factoid
16306,16306,qa,factoid
16307,16307,qa,factoid
16308,16308,datetime,query
16309,16309,qa,currency
16310,16310,qa,currency
16311,16311,qa,currency
16312,16312,qa,definition
16313,16313,qa,factoid
16314,16314,qa,factoid
16315,16315,qa,factoid
16316,16316,recommendation,locations
16317,16317,news,query
16318,16318,qa,factoid
16319,16319,qa,factoid
16320,16320,qa,factoid
16321,16321,qa,factoid
16322,16322,qa,factoid
16323,16323,qa,factoid
16324,16324,qa,stock
16325,16325,qa,stock
16326,16326,qa,stock
16327,16327,qa,definition
16328,16328,qa,definition
16329,16329,qa,definition
16330,16330,general,quirky
16331,16331,general,quirky
16332,16332,music,query
16333,16333,qa,currency
16334,16334,qa,currency
16335,16335,qa,currency
16336,16336,qa,maths
16337,16337,qa,maths
16338,16338,qa,maths
16339,16339,qa,definition
16340,16340,qa,definition
16341,16341,qa,definition
16342,16342,qa,factoid
16343,16343,qa,factoid
16344,16344,qa,factoid
16345,16345,qa,factoid
16346,16346,qa,factoid
16347,16347,qa,factoid
16348,16348,qa,currency
16349,16349,qa,currency
16350,16350,qa,currency
16351,16351,qa,definition
16352,16352,qa,definition
16353,16353,qa,definition
16354,16354,qa,currency
16355,16355,qa,currency
16356,16356,qa,factoid
16357,16357,qa,factoid
16358,16358,qa,factoid
16359,16359,qa,factoid
16360,16360,qa,factoid
16361,16361,qa,factoid
16362,16362,qa,stock
16363,16363,qa,stock
16364,16364,qa,stock
16365,16365,qa,definition
16366,16366,qa,currency
16367,16367,qa,currency
16368,16368,qa,definition
16369,16369,qa,factoid
16370,16370,qa,factoid
16371,16371,qa,factoid
16372,16372,qa,factoid
16373,16373,qa,factoid
16374,16374,qa,currency
16375,16375,qa,currency
16376,16376,qa,currency
16377,16377,qa,currency
16378,16378,qa,currency
16379,16379,qa,currency
16380,16380,qa,currency
16381,16381,qa,currency
16382,16382,qa,definition
16383,16383,qa,factoid
16384,16384,qa,definition
16385,16385,qa,factoid
16386,16386,qa,factoid
16387,16387,qa,factoid
16388,16388,general,quirky
16389,16389,general,quirky
16390,16390,general,quirky
16391,16391,qa,stock
16392,16392,qa,stock
16393,16393,qa,stock
16394,16394,general,quirky
16395,16395,general,quirky
16396,16396,general,quirky
16397,16397,qa,currency
16398,16398,qa,currency
16399,16399,qa,currency
16400,16400,general,quirky
16401,16401,general,quirky
16402,16402,news,query
16403,16403,qa,definition
16404,16404,qa,definition
16405,16405,qa,definition
16406,16406,qa,currency
16407,16407,qa,currency
16408,16408,qa,currency
16409,16409,qa,factoid
16410,16410,qa,factoid
16411,16411,qa,factoid
16412,16412,qa,definition
16413,16413,qa,definition
16414,16414,qa,definition
16415,16415,qa,definition
16416,16416,qa,definition
16417,16417,qa,definition
16418,16418,qa,factoid
16419,16419,qa,factoid
16420,16420,qa,factoid
16421,16421,qa,factoid
16422,16422,qa,factoid
16423,16423,qa,factoid
16424,16424,qa,factoid
16425,16425,qa,factoid
16426,16426,news,query
16427,16427,qa,currency
16428,16428,qa,currency
16429,16429,qa,currency
16430,16430,qa,definition
16431,16431,qa,definition
16432,16432,qa,definition
16433,16433,qa,factoid
16434,16434,qa,factoid
16435,16435,qa,factoid
16436,16436,qa,factoid
16437,16437,qa,factoid
16438,16438,qa,factoid
16439,16439,qa,stock
16440,16440,qa,stock
16441,16441,qa,stock
16442,16442,qa,stock
16443,16443,qa,stock
16444,16444,qa,stock
16445,16445,qa,currency
16446,16446,qa,currency
16447,16447,qa,currency
16448,16448,qa,factoid
16449,16449,social,query
16450,16450,general,quirky
16451,16451,general,quirky
16452,16452,qa,factoid
16453,16453,qa,factoid
16454,16454,qa,factoid
16455,16455,qa,factoid
16456,16456,qa,currency
16457,16457,qa,currency
16458,16458,qa,currency
16459,16459,qa,stock
16460,16460,qa,stock
16461,16461,qa,stock
16462,16462,qa,definition
16463,16463,qa,definition
16464,16464,qa,definition
16465,16465,qa,factoid
16466,16466,qa,factoid
16467,16467,qa,factoid
16468,16468,qa,factoid
16469,16469,qa,factoid
16470,16470,general,joke
16471,16471,qa,factoid
16472,16472,general,quirky
16473,16473,qa,factoid
16474,16474,qa,factoid
16475,16475,qa,factoid
16476,16476,qa,maths
16477,16477,qa,maths
16478,16478,qa,maths
16479,16479,qa,currency
16480,16480,qa,currency
16481,16481,qa,currency
16482,16482,qa,currency
16483,16483,qa,currency
16484,16484,qa,currency
16485,16485,qa,definition
16486,16486,qa,definition
16487,16487,qa,definition
16488,16488,qa,factoid
16489,16489,qa,factoid
16490,16490,qa,factoid
16491,16491,qa,currency
16492,16492,qa,currency
16493,16493,qa,currency
16494,16494,qa,definition
16495,16495,qa,definition
16496,16496,qa,definition
16497,16497,qa,factoid
16498,16498,qa,factoid
16499,16499,qa,factoid
16500,16500,qa,definition
16501,16501,qa,definition
16502,16502,qa,definition
16503,16503,qa,currency
16504,16504,qa,currency
16505,16505,qa,currency
16506,16506,qa,factoid
16507,16507,qa,factoid
16508,16508,qa,factoid
16509,16509,qa,maths
16510,16510,qa,factoid
16511,16511,qa,factoid
16512,16512,general,quirky
16513,16513,qa,currency
16514,16514,qa,currency
16515,16515,qa,definition
16516,16516,qa,definition
16517,16517,general,quirky
16518,16518,qa,currency
16519,16519,qa,currency
16520,16520,qa,currency
16521,16521,qa,factoid
16522,16522,qa,factoid
16523,16523,qa,factoid
16524,16524,qa,definition
16525,16525,general,quirky
16526,16526,qa,definition
16527,16527,qa,currency
16528,16528,qa,currency
16529,16529,qa,currency
16530,16530,qa,factoid
16531,16531,qa,factoid
16532,16532,qa,factoid
16533,16533,qa,currency
16534,16534,qa,currency
16535,16535,qa,currency
16536,16536,qa,factoid
16537,16537,qa,factoid
16538,16538,qa,factoid
16539,16539,qa,factoid
16540,16540,general,quirky
16541,16541,qa,factoid
16542,16542,qa,definition
16543,16543,qa,definition
16544,16544,qa,definition
16545,16545,general,quirky
16546,16546,general,quirky
16547,16547,general,quirky
16548,16548,qa,definition
16549,16549,qa,definition
16550,16550,qa,definition
16551,16551,qa,stock
16552,16552,qa,stock
16553,16553,qa,stock
16554,16554,qa,stock
16555,16555,qa,stock
16556,16556,qa,stock
16557,16557,qa,currency
16558,16558,qa,currency
16559,16559,qa,currency
16560,16560,general,quirky
16561,16561,qa,factoid
16562,16562,general,quirky
16563,16563,qa,factoid
16564,16564,qa,factoid
16565,16565,qa,factoid
16566,16566,general,quirky
16567,16567,general,quirky
16568,16568,general,quirky
16569,16569,qa,definition
16570,16570,qa,definition
16571,16571,qa,definition
16572,16572,qa,factoid
16573,16573,qa,factoid
16574,16574,qa,factoid
16575,16575,qa,currency
16576,16576,qa,currency
16577,16577,qa,currency
16578,16578,general,quirky
16579,16579,general,quirky
16580,16580,general,quirky
16581,16581,qa,maths
16582,16582,qa,maths
16583,16583,qa,maths
16584,16584,qa,factoid
16585,16585,qa,factoid
16586,16586,qa,factoid
16587,16587,qa,factoid
16588,16588,qa,factoid
16589,16589,qa,factoid
16590,16590,qa,factoid
16591,16591,qa,factoid
16592,16592,qa,factoid
16593,16593,qa,currency
16594,16594,qa,currency
16595,16595,qa,currency
16596,16596,qa,definition
16597,16597,qa,definition
16598,16598,qa,definition
16599,16599,qa,factoid
16600,16600,qa,factoid
16601,16601,qa,factoid
16602,16602,qa,factoid
16603,16603,music,query
16604,16604,qa,factoid
16605,16605,qa,stock
16606,16606,qa,stock
16607,16607,qa,stock
16608,16608,qa,currency
16609,16609,qa,currency
16610,16610,qa,currency
16611,16611,qa,currency
16612,16612,qa,currency
16613,16613,qa,currency
16614,16614,qa,factoid
16615,16615,general,quirky
16616,16616,qa,factoid
16617,16617,qa,definition
16618,16618,qa,definition
16619,16619,qa,definition
16620,16620,qa,currency
16621,16621,qa,currency
16622,16622,qa,currency
16623,16623,qa,factoid
16624,16624,qa,factoid
16625,16625,qa,factoid
16626,16626,qa,factoid
16627,16627,qa,factoid
16628,16628,qa,factoid
16629,16629,qa,definition
16630,16630,qa,definition
16631,16631,qa,definition
16632,16632,general,quirky
16633,16633,music,query
16634,16634,qa,factoid
16635,16635,qa,factoid
16636,16636,qa,factoid
16637,16637,qa,factoid
16638,16638,qa,factoid
16639,16639,qa,factoid
16640,16640,qa,factoid
16641,16641,qa,currency
16642,16642,qa,currency
16643,16643,qa,currency
16644,16644,qa,stock
16645,16645,qa,stock
16646,16646,qa,stock
16647,16647,qa,definition
16648,16648,qa,definition
16649,16649,qa,definition
16650,16650,qa,factoid
16651,16651,qa,factoid
16652,16652,qa,factoid
16653,16653,qa,factoid
16654,16654,qa,factoid
16655,16655,general,quirky
16656,16656,general,quirky
16657,16657,general,quirky
16658,16658,qa,factoid
16659,16659,qa,factoid
16660,16660,qa,factoid
16661,16661,qa,currency
16662,16662,qa,currency
16663,16663,qa,currency
16664,16664,qa,stock
16665,16665,qa,stock
16666,16666,qa,stock
16667,16667,qa,definition
16668,16668,qa,definition
16669,16669,qa,definition
16670,16670,qa,factoid
16671,16671,general,quirky
16672,16672,qa,factoid
16673,16673,qa,factoid
16674,16674,qa,factoid
16675,16675,qa,factoid
16676,16676,qa,definition
16677,16677,qa,definition
16678,16678,qa,definition
16679,16679,qa,definition
16680,16680,qa,definition
16681,16681,qa,definition
16682,16682,qa,factoid
16683,16683,qa,factoid
16684,16684,qa,factoid
16685,16685,qa,factoid
16686,16686,qa,currency
16687,16687,qa,currency
16688,16688,qa,currency
16689,16689,qa,factoid
16690,16690,qa,currency
16691,16691,qa,definition
16692,16692,qa,definition
16693,16693,qa,definition
16694,16694,qa,definition
16695,16695,qa,factoid
16696,16696,qa,factoid
16697,16697,qa,factoid
16698,16698,qa,factoid
16699,16699,qa,factoid
16700,16700,qa,factoid
16701,16701,qa,factoid
16702,16702,qa,factoid
16703,16703,qa,factoid
16704,16704,recommendation,locations
16705,16705,general,quirky
16706,16706,qa,currency
16707,16707,qa,currency
16708,16708,qa,currency
16709,16709,qa,currency
16710,16710,qa,stock
16711,16711,qa,stock
16712,16712,qa,stock
16713,16713,qa,definition
16714,16714,qa,definition
16715,16715,qa,definition
